PWS ID,PWS Name,PWS Type,Owner Type
CA2600699,CHALFANT VALLEY WEST M.W.C.,Community water system,Private
CA1400066,ASPENDELL MUTUAL WATER COMPANY,Community water system,Private
CA3400465,STS,Transient non-community system,Private
CA3500510,MCMAHON ROAD MUTUAL WATER COMPANY,Community water system,Private
CA1910199,CALIFORNIA DOMESTIC WATER COMPANY,Community water system,Private
CA3410704,SCWA MATHER-SUNRISE,Community water system,Local government
CA3410029,SCWA - LAGUNA/VINEYARD,Community water system,Local government
CA3400473,METRO AIR PARK WATER SYSTEM,Non-Transient non-community system,Local government
CA4901135,HOOT OWL CREEK/ALEX. VALLEY VINEYARDS JV,Transient non-community system,Private
CA2702172,STONEPINE RESORT WS,Non-Transient non-community system,Private
CA2702736,UNITARIAN UNIVERSALIST CHURCH WS,Transient non-community system,Private
CA1300571,UC DESERT RESEARCH AND EXTENSION CENTER,Non-Transient non-community system,State government
CA2700728,SAN ARDO WD,Community water system,Private
CA2700592,HARRISON RD WS #01,Non-Transient non-community system,Private
CA4900512,HAPPY ACRES MUTUAL BENEFIT WATER SYSTEM,Community water system,Private
CA2701280,NEPENTHE WS,Community water system,Private
CA2702055,VIERRA KNOLLS MWC,Community water system,Private
CA2702165,ORCHARD LN WS #09,Transient non-community system,Private
CA2702266,COAST GALLERY WS,Transient non-community system,Private
CA2702388,ROYAL OAK PLACE WS,Community water system,Private
CA2203021,CAMP CHILNUALNA WATER SYSTEM,Transient non-community system,Private
CA1200701,ORICK C.S.D.,Community water system,Local government
CA0110650,USBR-SLDMWA - CVP JONES PUMPING PLANT,Non-Transient non-community system,Federal government
CA5610043,OAK PARK WATER SERVICE,Community water system,Private
CA2400201,VOLTA COMMUNITY SD,Community water system,Local government
CA3910006,STOCKTON EAST WATER DISTRICT,Community water system,Local government
CA1000381,SUN MAID GROWERS OF CALIFORNIA,Non-Transient non-community system,Private
CA3500521,SOUTHSIDE ELEMENTARY SCHOOL,Non-Transient non-community system,Local government
CA3500549,ROSA MORADA MUTUAL WATER COMPANY,Community water system,Private
CA5402008,HOT SPRINGS SCHOOL,Non-Transient non-community system,Local government
CA5500210,"HISTORIC PRIEST STATION, LLC",Transient non-community system,Private
CA3610800,CDF - OAK GLEN CONSERVATION CAMP,Community water system,State government
CA3610025,JOSHUA BASIN WATER DISTRICT,Community water system,Local government
CA3010027,CITY OF ORANGE,Community water system,Local government
CA5510011,COLD SPRINGS WATER CO,Community water system,Private
CA2210931,MARIPOSA LUTHERAN CHURCH,Transient non-community system,Private
CA1200541,PHILLIPSVILLE C.S.D.,Community water system,Private
CA5403152,MOUNTAIN VIEW COLD STORAGE,Non-Transient non-community system,Private
CA1510004,"CASA LOMA WATER CO, INC.",Community water system,Private
CA2400165,FOSTER FARMS DELHI FEEDMILL COLLIER ROAD,Non-Transient non-community system,Private
CA2400166,FOSTER FARMS CHICKEN LIVEHAUL (SYCAMORE,Non-Transient non-community system,Private
CA2400218,FOSTER FARMS FERTILIZER PLANT,Non-Transient non-community system,Private
CA0707900,EBRPD MORGAN TERRITORY,Transient non-community system,Local government
CA0707644,EBRPD ALHAMBRA,Transient non-community system,Local government
CA0707643,EBRPD OLD BRIONES REGIONAL PARK,Transient non-community system,Local government
CA0707502,EBRPD BLACK DIAMOND MINES,Transient non-community system,Local government
CA0706112,EBRPD ROUND VALLEY WATER SYSTEM,Transient non-community system,Local government
CA0706111,EBRPD LITTLE HILLS,Transient non-community system,Local government
CA0105010,EBRPD - DEL VALLE REGIONAL PARK,Transient non-community system,Local government
CA0105012,EBRPD - SUNOL REGIONAL WILDERNESS,Transient non-community system,Local government
CA1000461,CARGILL MEAT SOLUTIONS CORPORATION,Non-Transient non-community system,Private
CA3710317,PALOMAR MTN. SP - SILVERCREST,Transient non-community system,State government
CA1910007,AZUSA LIGHT AND WATER,Community water system,Local government
CA1010028,RIVERDALE PUBLIC UTILITY DISTRICT,Community water system,Local government
CA2400046,BLACK RASCAL WATER COMPANY,Community water system,Private
CA3500900,ASHFORD HIGHLANDS MWC,Community water system,Private
CA0900103,SILVERFORK STORE WATER SYSTEM,Transient non-community system,Private
CA5402022,BRAVO FARMS TRAVER,Transient non-community system,Private
CA5205009,RED BLUFF FISH & WILDLIFE OFFICE,Non-Transient non-community system,Federal government
CA4100533,SKYLONDA MUTUAL,Community water system,Private
CA3710316,PALOMAR MTN. SP - DOANE VALLEY,Transient non-community system,State government
CA3710311,CUYAMACA SP - PASO PICACHO,Transient non-community system,State government
CA1206012,WHITETHORN CONSTRUCTION,Non-Transient non-community system,Private
CA1210020,FIELDBROOK GLENDALE C.S.D.,Community water system,Local government
CA1910124,"PASADENA-CITY, WATER DEPT.",Community water system,Local government
CA1000643,OPEN SKY RANCH,Non-Transient non-community system,Private
CA4901453,MAURITSON LABOR HOUSE,Transient non-community system,Private
CA1000641,LARRY A SHEHADEY DAIRY,Non-Transient non-community system,Private
CA4901362,STRIPE N SEAL,Non-Transient non-community system,Private
CA5700728,COMMONS FARM KITCHEN,Transient non-community system,Private
CA2600550,VIRGINIA CREEK SETTLEMENT,Transient non-community system,Private
CA2600649,CROWLEY LAKE FISH CAMP,Transient non-community system,Private
CA4901257,CAPITAL LUMBER COMPANY,Non-Transient non-community system,Private
CA4901208,VALLEY OF THE MOON PLAZA SHOPPING CENTER,Transient non-community system,Private
CA5500089,EVERGREEN LODGE,Non-Transient non-community system,Private
CA3705060,CAMPO GROUP LLC,Transient non-community system,Private
CA1000304,SIERRA INN,Transient non-community system,Private
CA5500171,SIERRA OUTDOOR SCHOOL,Non-Transient non-community system,Private
CA5500109,FOOTHILL HORIZONS,Transient non-community system,Local government
CA5602103,CYPRESS MUTUAL WATER CO INC,Community water system,Private
CA1310008,"WESTMORLAND, CITY OF",Community water system,Local government
CA1502223,WILLOW SPRINGS RACEWAY,Transient non-community system,Private
CA2203059,GREEN MEADOWS OUTDOOR SCHOOL,Transient non-community system,Local government
CA5400666,DEL ORO GRANDVIEW GARDENS DISTRICT,Community water system,Private
CA5400767,DEL ORO EAST PLANO DISTRICT,Community water system,Private
CA5400553,DEL ORO TRAVER DISTRICT,Community water system,Private
CA5410034,DEL ORO CALIFORNIA PINES DISTRICT,Community water system,Private
CA5400665,DEL ORO RIVER ISLAND SERV TERR #1,Community water system,Private
CA5402048,DEL ORO RIVER ISLAND SERV TERR #2,Community water system,Private
CA2600727,HOT CREEK HATCHERY,Transient non-community system,State government
CA4510013,SHASTA C.S.D.,Community water system,Local government
CA1610002,"AVENAL, CITY OF",Community water system,Local government
CA1200776,A W WAY - HUMBOLDT CO. PARKS,Transient non-community system,Local government
CA1200798,VAN DUZEN - HUMBOLDT CO. PARKS,Transient non-community system,Local government
CA1206005,BIG LAGOON - HUMBOLDT CO. PARKS,Transient non-community system,Local government
CA4000644,BABE RUTH'S OAK VIEW,Transient non-community system,Private
CA4000654,RESTHAVEN MOBILE HOME PARK,Community water system,Private
CA4000684,RAGGED POINT INN,Non-Transient non-community system,Private
CA5800827,WHISPERING PINES MOBILE HOME PARK,Community water system,Private
CA3105918,RIDE TO WALK,Transient non-community system,Private
CA2400153,APOSTOLIC TABERNACLE,Transient non-community system,Private
CA1502319,KERN CO P&R-LAKE WOOLLOMES WATER SYSTEM,Transient non-community system,Local government
CA1502325,KERN CO P&R-TEHACHAPI MT PARK WATER,Transient non-community system,Local government
CA1502317,KERN CO P&R-GREENHORN MT. PARK WATER,Transient non-community system,Local government
CA4901264,RATNA LING RETREAT,Non-Transient non-community system,Private
CA2300900,LEMON'S MARKET,Transient non-community system,Private
CA2300905,NAVARRO VINEYARDS,Transient non-community system,Private
CA1810003,LASSEN COUNTY WATER DISTRICT #1,Community water system,Local government
CA0900629,AMERICAN LEGION TRACT RESORT ASSOC,Transient non-community system,Private
CA5800914,MARYSVILLE RACEWAY PARK,Transient non-community system,Private
CA5800923,MARYSVILLE FLEA MARKET,Transient non-community system,Private
CA5100143,PLEASANT GROVE ELEM. SCHOOL,Non-Transient non-community system,Local government
CA4901356,GARY FARRELL WINERY,Transient non-community system,Private
CA2400014,"TURLOCK AUCTION YARD, INC.",Transient non-community system,Private
CA3200071,BUCKS LAKE LODGE & TIMBERLINE LODGE,Transient non-community system,Private
CA3200122,LAKE HAVEN RESORT,Transient non-community system,Private
CA1300588,IID VILLAGE,Community water system,Private
CA1300591,IID DROP FOUR,Community water system,Local government
CA1300614,WIEST LAKE,Transient non-community system,Local government
CA1300626,SUNBEAM LAKE RV RESORT,Community water system,Private
CA1300627,CENTER OF THE WORLD,Transient non-community system,Private
CA2810300,CSP - BALE GRIST MILL STATE HISTORIC PAR,Transient non-community system,State government
CA3610005,LAKE ARROWHEAD CSD,Community water system,Local government
CA3610045,LACSD - RIMFOREST,Community water system,Local government
CA2910011,PLAVADA COMMUNITY ASSOCIATION,Community water system,Private
CA2702812,"KIND REAL ESTATE, LLC WS",Non-Transient non-community system,Private
CA3705077,SANTA YSABEL NATURE CENTER,Transient non-community system,Local government
CA3100019,NORTH EDEN VALLEY,Community water system,Private
CA5000443,TRIANGLE TRUCK STOP (WATER),Transient non-community system,Private
CA2000968,FAST AND EZ TRIP,Transient non-community system,Private
CA1510052,NORTH EDWARDS WD,Community water system,Local government
CA3601113,SS HERT TRUCKING INC,Transient non-community system,Private
CA1000129,YMCA CAMP REDWOOD,Transient non-community system,Private
CA1000128,YMCA CAMP TULEQUOIA/MILLWOOD,Transient non-community system,Private
CA1000130,YMCA CAMP SEQUOIA GAINES,Transient non-community system,Private
CA5210302,WM. B. IDE ADOBE,Transient non-community system,State government
CA1110300,IRVINE FINCH RIVER ACCESS,Transient non-community system,State government
CA5210301,WOODSON BRIDGE S.R.A.,Transient non-community system,State government
CA4510302,DP&R - MCARTHUR-BURNEY FALLS SP,Transient non-community system,State government
CA4510303,DP&R - CASTLE CRAGS SP,Transient non-community system,State government
CA5610050,CALLEGUAS MUNICIPAL WATER DIST,Community water system,Local government
CA3610023,GREEN VALLEY MWC,Community water system,Private
CA1503350,TEHACHAPI VALLEY UNITED METHODIST CHURCH,Transient non-community system,Private
CA4700549,LAKE SISKIYOU M.W.C.,Community water system,Private
CA2701888,CACHAGUA MUTUAL WS (#4),Community water system,Private
CA2702396,RIVER RD WS #26,Transient non-community system,Private
CA0900624,VILLA TAHOE CONDOMINIUMS,Transient non-community system,Private
CA4000648,KEN MAR GARDENS,Community water system,Private
CA1910041,THREE VALLEYS MWD,Community water system,Local government
CA1910167,"VERNON-CITY, WATER DEPT.",Community water system,Local government
CA2700686,GARLEN COURT WS,Community water system,Private
CA5000581,PIONEER EQUINE HOSPITAL WATER SYSTEM,Non-Transient non-community system,Private
CA5000505,COUNTRY STORE WATER SYSTEM,Transient non-community system,Private
CA1000650,ADAM'S MARKET,Transient non-community system,Private
CA3210004,AMERICAN VALLEY CSD,Community water system,Local government
CA4200856,SAGEBRUSH ANNIE'S RESTAURANT,Transient non-community system,Private
CA0300032,SILVER LAKE CAMPGROUND,Transient non-community system,Federal government
CA0300033,BEAR RIVER CAMP--SOUTH SHORE,Transient non-community system,Federal government
CA0300034,BEAR RIVER GROUP CAMPGROUND,Transient non-community system,Federal government
CA4200684,LINCOLNWOOD MUTUAL WATER COMPANY,Community water system,Private
CA2902367,TRUCKEE RIVER RV PARK,Transient non-community system,Private
CA3301275,LA COCINA,Transient non-community system,Private
CA0500082,ANGELS CAMP RV/CAMPING RESORT,Transient non-community system,Private
CA5400537,LINDYS LANDING,Community water system,Private
CA1000474,BEAR MOUNTAIN LIBRARY/ACT CNTR,Transient non-community system,Local government
CA3610075,CHINO BASIN DESALTER AUTH. - DESALTER 1,Community water system,Local government
CA2000825,ROLLIN WAGON TRAILER CLUB,Transient non-community system,Private
CA1206013,ELK COUNTRY RV RESORT AND CAMPGROUND,Transient non-community system,Private
CA3610004,WEST VALLEY WATER DISTRICT,Community water system,Local government
CA0605004,ADM RICE INC.,Non-Transient non-community system,Private
CA3710021,SAN DIEGUITO WD,Community water system,Local government
CA2910002,CITY OF NEVADA CITY,Community water system,Local government
CA3700047,TECATE SUPERMARKET,Transient non-community system,Private
CA3500927,ENZA ZADEN RESEARCH,Non-Transient non-community system,Private
CA4700894,DOLLAR GENERAL STORE - WEED,Transient non-community system,Private
CA3610038,"RIALTO, CITY OF",Community water system,Local government
CA4901269,UNITED RENTALS,Transient non-community system,Private
CA5402036,R-RANCH IN THE SEQUOIAS,Community water system,Private
CA0710009,TOWN OF DISCOVERY BAY,Community water system,Local government
CA5000133,HART- RANSOM UNION SCHOOL & DISTRICT,Non-Transient non-community system,Local government
CA4000707,"LONGBRANCH SALOON, THE",Transient non-community system,Private
CA4000809,CONGREGATION BETH DAVID,Transient non-community system,Private
CA2110009,SLIDE RANCH,Transient non-community system,Private
CA1800573,RICHMOND ELEMENTARY SCHOOL,Non-Transient non-community system,Local government
CA3600406,NEWBERRY MOUNTAIN RV & MOTEL,Transient non-community system,Private
CA1910152,"SOUTH GATE-CITY, WATER DEPT.",Community water system,Local government
CA4400530,LAND OF MEDICINE BUDDHA,Non-Transient non-community system,Private
CA5800866,LAKE FRANCIS RESORT,Transient non-community system,Private
CA4400717,KENNOLYN CAMP,Transient non-community system,Private
CA3610003,LIBERTY UTILITIES (AV RANCHOS) CORP.,Community water system,Private
CA3610118,APPLE VALLEY RANCHOS WATER CO - YERMO,Community water system,Private
CA1700580,TWIN CREEKS MOBILE AND RV VILLAGE,Community water system,Private
CA5000141,LIBITZKY,Non-Transient non-community system,Private
CA4800753,VINEYARD RV PARK,Community water system,Private
CA1502673,GATEWAY MARKET WATER SYSTEM,Transient non-community system,Private
