PWS ID,PWS Type,PWS Name,Owner Type
CA1100527,Non-Transient non-community system,CAPAY JOINT UNION ELEM. SCHOOL,Local government
CA3710006,Community water system,"ESCONDIDO, CITY OF",Local government
CA1000001,Community water system,ALDER SPRINGS,Private
CA1009129,Transient non-community system,PG&E BALCH CAMP,Private
CA3010069,Community water system,CITY OF FOUNTAIN VALLEY,Local government
CA5400968,Community water system,IMPROVEMENT DIST #1,Local government
CA5403129,Community water system,TRACT 403 MUTUAL WATER CO,Public/Private
CA1310302,Transient non-community system,SONNY BONO SALTON SEA WILDLIFE REFUGE,Federal government
CA4300964,Non-Transient non-community system,BFI-THE RECYCLERY,Private
CA3410003,Community water system,GOLDEN STATE WATER CO - ARDEN WATER SERV,Private
CA3410015,Community water system,GOLDEN STATE WATER CO. - CORDOVA,Private
CA1710002,Community water system,GOLDEN STATE WATER CO.-CLEARLAKE SYSTEM,Private
CA0710002,Community water system,GOLDEN STATE WATER COMPANY - BAY POINT,Private
CA1000005,Community water system,BIG CREEK COMMUNITY SERV DIST,Private
CA3610093,Community water system,ARROWHEAD VILLAS MUTUAL SERVICE COMPANY,Local government
CA4901404,Transient non-community system,EKTIMO VINEYARDS,Private
CA1000069,Community water system,SHAVER LAKE HEIGHTS PROP ASSN,Federal government
CA1502231,Non-Transient non-community system,ROSAMOND SCHOOL WATER SYSTEM,Local government
CA1503672,Transient non-community system,PRINCE TRUCK STOP WATER SYSTEM,Private
CA1200553,Community water system,WEOTT C.S.D.,Local government
CA5210004,Community water system,CITY OF RED BLUFF,Local government
CA1700677,Transient non-community system,LAKESIDE COUNTY PARK,Local government
CA1000075,Community water system,TRACT 1199 WATER SYSTEM,Private
CA4310014,Community water system,CITY OF SUNNYVALE,Local government
CA1503368,Non-Transient non-community system,SOUTH FORK MIDDLE SCHOOL,Local government
CA1502260,Non-Transient non-community system,SOUTH FORK ELEMENTARY SCHOOL WATER SYS,Local government
CA3100034,Transient non-community system,DSPUD-BIG BEND,Local government
CA2300823,Transient non-community system,USFS-EEL RIVER CAMP,Federal government
CA3010100,Community water system,CITY OF LA PALMA,Local government
CA3700823,Non-Transient non-community system,BARRETT HONOR CAMP,Local government
CA3700847,Transient non-community system,HODGES RESERVOIR RECREATION AREA,Local government
CA3700858,Transient non-community system,SHADY OAKS TRAILER RANCH,Private
CA3700873,Transient non-community system,THOUSAND TRAILS OAKZANITA INC.,Private
CA3700880,Transient non-community system,CAMP DENVER FOX,Local government
CA4700669,Transient non-community system,R-RANCH HEADQUARTERS,Private
CA4700839,Transient non-community system,R-RANCH KLAMATH RIVER,Private
CA3700903,Transient non-community system,LAKE MORENA COUNTY PARK,Local government
CA3700906,Transient non-community system,CAMP STEVENS,Private
CA3700911,Transient non-community system,WHISPERING OAKS PROGRAM CENTER,Private
CA3700912,Non-Transient non-community system,YMCA CAMP MARSTON/RAINTREE,Private
CA3700913,Transient non-community system,APPLE TREE INN,Private
CA3700919,Community water system,LAKE WOHLFORD RESORT,Private
CA3700930,Transient non-community system,POTRERO COUNTY PARK,Local government
CA3700931,Transient non-community system,VALLECITO COUNTY PARK,Local government
CA3700963,Non-Transient non-community system,POTRERO ELEMENTARY SCHOOL,Local government
CA3700970,Transient non-community system,YOGA CENTER RETREAT,Private
CA3701070,Transient non-community system,PINECREST,Private
CA3701217,Transient non-community system,JULIAN OAKS YOUTH MINISTRIES,Private
CA3701240,Transient non-community system,YOGA CENTER MOTHER S KITCHEN,Private
CA3701241,Transient non-community system,AL BAHR SHRINE CAMP,Private
CA5000378,Community water system,TONY MORRIS / MORRIS DAIRY,Private
CA3301494,Non-Transient non-community system,PALM SPRINGS AERIAL TRAMWAY,Private
CA3301510,Transient non-community system,PINE SPRINGS RANCH,Private
CA3301529,Community water system,RAMONA WATER COMPANY,Private
CA3301643,Community water system,SPRING CREST WATER & POWER,Private
CA3301800,Community water system,STONEWOOD CANYON ESTATES,Private
CA4500016,Transient non-community system,LAKEHEAD SUBD MUTUAL WATER CO,Private
CA4500017,Transient non-community system,MOOSE CAMP,Private
CA4500018,Community water system,SALT CREEK SUMMER HOMES,Private
CA4500024,Transient non-community system,USFS/LASSEN HAT CREEK CAMPGRND,Federal government
CA4500027,Transient non-community system,BIG SPRINGS MUTUAL WATER SYSTEM,Private
CA4500053,Transient non-community system,ANTLERS RESORT & MARINA,Private
CA4500054,Community water system,BALLS FERRY FISHING RESORT,Private
CA4500058,Transient non-community system,BURNEY FALLS TRAILER PARK,Private
CA4500062,Community water system,LONE TREE MOBILE HOME PARK,Private
CA4500066,Community water system,CLEAR CREEK MOBILE PARK,Private
CA4500078,Transient non-community system,LAKEHEAD CAMPGROUND & RV PARK,Private
CA5200580,Transient non-community system,SAINT BERNARD LODGE,Private
CA5200581,Transient non-community system,"FOREST INN, THE",Private
CA5200584,Community water system,LITTLE AVENUE WATER SYSTEM,Private
CA1510006,Community water system,EAST NILES CSD,Local government
CA4710001,Community water system,CITY OF DORRIS,Local government
CA3700923,Community water system,LAKE MORENA OAK SHORES MW CO.,Private
CA2300514,Community water system,ELK COUNTY WATER DISTRICT,Local government
CA5305101,Transient non-community system,FIR COVE & BAILEY CANYON,Federal government
CA5305103,Non-Transient non-community system,MAD RIVER COMPOUND,Federal government
CA0710011,Community water system,CCWD/BRENTWOOD WTP,Local government
CA0710003,Community water system,CONTRA COSTA WATER DISTRICT,Local government
CA0710010,Community water system,RANDALL-BOLD WATER TREATMENT PLANT,Local government
CA1000569,Transient non-community system,HIGH SIERRA CAMP,Private
CA0900576,Transient non-community system,ALPINE INN & SPA,Private
CA0900578,Transient non-community system,AMERICAN CONSERVATION EXPERIENCE,Private
CA4600072,Transient non-community system,TNF-ASPEN CREEK/PASS CREEK,Federal government
CA4600071,Transient non-community system,TNF-LITTLE TRUCKEE WS,Federal government
CA4600070,Transient non-community system,TNF-COLD CREEK CG,Federal government
CA4600069,Transient non-community system,TNF-COTTONWOOD CG,Federal government
CA4600068,Transient non-community system,TNF-LOGGER & STAMPEDE RC,Federal government
CA4300610,Non-Transient non-community system,ANCHORPOINT CHRISTIAN SCHOOL,Private
CA5100118,Transient non-community system,LOVEY'S LANDING,Private
CA1500231,Community water system,VICTORY MUTUAL WATER COMPANY,Private
CA1900992,Transient non-community system,BIG OAKS LODGE,Private
CA0110016,Community water system,ALAMEDA POINT,Federal government
CA0110005,Community water system,EAST BAY MUD,Local government
CA0910013,Community water system,GEORGETOWN DIVIDE PUD,Local government
CA2710016,Community water system,LITTLE BEAR WATER COMPANY,Private
CA3610017,Community water system,HAVASU WC,Private
CA1700601,Transient non-community system,LE TRIANON RESORT,Private
CA1907029,Transient non-community system,RANCHO SIERRA ACRES,Private
CA1000557,Transient non-community system,HOLLAND PARK WEST,Private
CA3310030,Community water system,PINE COVE WATER DISTRICT,Local government
CA5610005,Community water system,MEINERS OAKS CWD,Local government
CA4510007,Community water system,COTTONWOOD COUNTY WATER DIST.,Local government
CA1900616,Community water system,THE RIVER COMMUNITY,Private
CA1200538,Community water system,MYERS FLAT M.W.S. INC.,Private
CA2500801,Community water system,NEWELL COUNTY WATER DISTRICT,Local government
CA2410012,Community water system,HILMAR COUNTY WATER DISTRICT,Local government
CA5610024,Community water system,CASITAS MUNICIPAL WATER DIST,Local government
CA1503526,Community water system,WINI MUTUAL WATER COMPANY,Private
CA4600017,Community water system,R.R. LEWIS SMALL WC,Private
CA3610801,Community water system,CDF - PILOT ROCK CONSERVATION CAMP,State government
CA1900018,Non-Transient non-community system,LIVINGSTON-GRAHAM HANSON AGGREGATES,Private
CA5610021,Community water system,WARRING WATER SERVICE INC,Private
CA5610069,Community water system,LAKE SHERWOOD CSD,Local government
CA5610003,Community water system,VENTURA CWWD NO. 17 - BELL CANYON,Local government
CA5610018,Community water system,VENTURA CWWD NO. 1 - MOORPARK,Local government
CA5610015,Community water system,VENTURA CWWD NO. 19 - SOMIS,Local government
CA1900041,Community water system,PROPERTY OWNERS WATER SYSTEM,Private
CA5500120,Community water system,49ER TRAILER RANCH,Private
CA1910084,Community water system,MAYWOOD MUTUAL WATER CO. #1,Private
CA4300602,Transient non-community system,ECONOMY INN,Private
CA4300624,Transient non-community system,NATIONAL 9 INN,Private
CA1500574,Transient non-community system,INDIAN HILLS RANCH CAMPGROUND,Private
CA1502449,Community water system,CYPRESS CANYON WATER SYSTEM,Private
CA3610854,Community water system,SEARLES VALLEY MINERALS OPERATIONS INC,Private
CA1000457,Transient non-community system,CHURCH OF THE REDEEMER,Private
CA4901179,Non-Transient non-community system,REDWOOD EMPIRE SAWMILL,Private
CA5810004,Community water system,CITY OF WHEATLAND,Local government
CA5310003,Community water system,TRINITY CENTER M.W.C.          .,Private
CA3010082,Community water system,SERRANO WATER DISTRICT,Local government
CA3600532,Transient non-community system,CAMP SKY MEADOWS,Private
CA3600537,Transient non-community system,YMCA CAMP TA TA POCHON,Private
CA3600767,Transient non-community system,CAMP TAHQUITZ,Private
CA3600770,Transient non-community system,CRAZZY'S WASEWAGAN CAMP,Private
CA3600620,Transient non-community system,MOUNTAIN STREAMS RV PARK,Private
CA3600588,Transient non-community system,YMCA CAMP WHITTLE,Private
CA3601130,Non-Transient non-community system,CEMEX CALIF CEMENT LLC AV,Private
CA3600586,Transient non-community system,CEDAR LAKE CAMP INC,Private
CA3601131,Transient non-community system,BURGER KING 9310,Private
CA3601139,Transient non-community system,CAMP HEART BAR EQUESTRIAN GROUP,Public/Private
CA3601140,Transient non-community system,SOUTH FORK CAMPGROUND,Public/Private
CA3600500,Transient non-community system,STATELINE SERVICES INC,Private
CA3601141,Transient non-community system,CAMP MORNING STAR,Federal government
CA3601076,Transient non-community system,CREEK SIDE KITCHEN,Private
CA3601013,Non-Transient non-community system,DARR WATER CO,Private
CA3601145,Non-Transient non-community system,VICTOR VALLEY  WASTEWATER RECLAM,Local government
CA3701380,Transient non-community system,CAMERON CORNERS,Private
CA3701407,Transient non-community system,ANGELS LANDING COUNTRY INN AND RESORT,Private
CA3701476,Transient non-community system,INDIAN HILLS CAMP,Private
CA3701518,Transient non-community system,NARCONON SOUTHERN CALIFORNIA,Private
CA3701568,Transient non-community system,REY RIVER RANCH CORP.,Private
CA3303100,Community water system,OASIS GARDENS WATER CO.,Private
CA3301113,Non-Transient non-community system,ANZA BAPTIST CHURCH,Private
CA3600010,Community water system,APPLE VALLEY RANCHOS WC,Private
CA3600012,Community water system,APPLE VALLEY VIEW MWC,Private
CA3600400,Community water system,APPLE VALLEY VILLAGE MHE,Private
CA3701594,Transient non-community system,FEATHERSTONE CANYON CHRISTIAN CAMP,Private
CA3701694,Transient non-community system,PINEZANITA INC.,Private
CA3701760,Community water system,LAKE MORENA TRAILER RESORT,Private
CA3701882,Transient non-community system,SPLIT MOUNTAIN PARK,Private
CA3701884,Transient non-community system,MOUNTAIN EMPIRE R.V. PARK AND CAMPGROUND,Private
CA3701934,Community water system,PINE VALLEY BIBLE CONFERENCE CENTER,Private
CA3701965,Transient non-community system,MATAGUAY SCOUT RESERVATION,Private
CA3301877,Community water system,BLOCK 77 WATER COMPANY,Private
CA3301937,Community water system,MESQUITE MUTUAL WATER CO.,Private
CA3301939,Non-Transient non-community system,JEWEL DATE CO. INC.,Private
CA3301961,Transient non-community system,OUTDOOR RESORTS RANCHO CA,Private
CA3302020,Transient non-community system,GRACE KOREAN CHURCH,Private
CA3301011,Community water system,STONE CREEK WATER CO.,Private
CA3301381,Community water system,CSA 51,Local government
CA3100038,Community water system,HEATHER GLEN COMMUNITY SERVICE DIST,Private
CA3100040,Community water system,SHADY GLEN COMM WATER SYSTEM,Private
CA3100058,Community water system,DUTCH FLAT MUTUAL,Private
CA3100061,Community water system,SIERRA MEADOWS APARTMENT,Private
CA3100063,Community water system,OPHIR GARDENS,Private
CA3100081,Transient non-community system,NORTH FORK CAMPGROUND,Private
CA3100084,Transient non-community system,FRENCH MEADOWS SOUTH SHORE,Private
CA3100085,Transient non-community system,FRENCH MEADOWS NORTH SHORE,Private
CA3100088,Transient non-community system,SILVER CREEK CAMPGROUND,Federal government
CA3100102,Transient non-community system,APPLEGATE MOTEL WATER SYSTEM,Private
CA3100105,Non-Transient non-community system,CLIPPER GAP HEAD START,Private
CA5200585,Community water system,MINERAL HOMEOWNER'S ASSN,Private
CA5200588,Community water system,JUANITA COURT MUTUAL WATER,Private
CA3103288,Transient non-community system,SNOWFLOWER,Private
CA3103291,Non-Transient non-community system,NYACK WATER SYSTEM,Private
CA5200500,Community water system,REEDS CREEK ESTATES,Private
CA5200607,Non-Transient non-community system,RED BLUFF STATE PRESCHOOL,State government
CA5200608,Transient non-community system,TEHAMA CO.-RIVER PARK,Local government
CA1010007,Community water system,CITY OF FRESNO,Local government
CA1000085,Transient non-community system,US ARMY CORPS/ISLAND PARK,Federal government
CA5200555,Community water system,RIO RANCH COMMUNITY SVCS DIST,Private
CA5200598,Non-Transient non-community system,COMMUNITY BAPTIST CHURCH,Private
CA5200525,Non-Transient non-community system,NORTH VALLEY SERVICES,Private
CA5201140,Community water system,ANTOINETTE MUTUAL WATER CO,Private
CA5200535,Community water system,LIVE OAK ACRES MWC INC.,Private
CA5200565,Non-Transient non-community system,RICHFIELD ELEMENTARY SCHOOL,Local government
CA5200596,Non-Transient non-community system,SPECIALIZED FIBERS,Private
CA5200506,Non-Transient non-community system,PLUM VALLEY ELEM SCHOOL,Local government
CA5200007,Community water system,HOWELL'S LAKESIDE WATER CO.,Local government
CA0900579,Transient non-community system,MIDWAY MOTEL ANNEX,Private
CA0900581,Transient non-community system,NATIONAL 9,Private
CA0900582,Transient non-community system,ALPENROSE INN,Private
CA0900585,Transient non-community system,GINGER MOUNTAIN LODGE,Private
