Regulating_agency,County,SystemID,System_Name,System_Type,Institution_type,Connections,Population,Inactivation_Date,Activity_date_from_tool,Date_combined,Receiving_Water_System,Receiving_System_ID,Receiving_System_Institution_Type,Issue_SWRCB,Issue_summary,Issue_capacity,Issue_quality,Issue_TMF,Issue_disaster,Issue_sustainability,Funding_Source,Consolidation_Type,Physical_or_Mangerial,Mandatory_or_voluntary,Story_link,long,lat,Data_source,Notes,Notes_Suzanne,Remove?,2016_proxydata_pop_con_type_county,Number_systems_involved,Unique_project,Consolidatedsystem_primary_source_combined,EPA_2021_source,Consolidatedsystem_primary_source_combinedFINAL,Receiving_2021_source,Receiving_2021_pop,Receiving_2021_systemtype,Distance(m),Prox_ord,CES_Receiving_Polygon,DistNote,Vetted_address,GEOID,NAME,Race.estimate.total.x,B03002_001M,Race.white.alone.x,B03002_003M,Race.black.alone.x,B03002_004M,Race.native.alone.x,B03002_005M,Race.asian.alone.x,B03002_006M,Race.PI.alone.x,B03002_007M,Race.hispanicorlatino.x,B03002_012M,Median.hh.income,B19013_001M,Tenure.estimate.total.x,B25003_001M,Tenure.owner.x,B25003_002M,Tenure.renter.x,B25003_003M,Households.total.x,B11001_001M,SHAPE_Leng_receiving,SHAPE_Area_receiving,Households.total.y,Income.aggregatecount,Race.asian.alone.y,Race.black.alone.y,Race.estimate.total.y,Race.hispanicorlatino.y,Race.native.alone.y,Race.PI.alone.y,Race.white.alone.y,Tenure.estimate.total.y,Tenure.owner.y,Tenure.renter.y
NA,SAN BERNARDINO,CA3600010,APPLE VALLEY RANCHOS WC,C,IOU,49,170,NA,NA,Jan-16,LIBERTY UTILITIES APPLE VALLEY,CA3600010,IOU,NA,NA,NA,NA,NA,NA,NA,NA,Managerial,Managerial,Voluntary,NA,NA,NA,Inst. diversity paper,"Early 2016 acquisition, was a private water co bought and now a IOU","No records of change in ECM, would need to email LPA",No,Yes,NA,Park WC,NA,GW,GW,GW,170,Community water system,11895.45411,20,NA,NA,21760 OTTAWA RD APPLE VALLEY CA 92307,060710097121,"Block Group 1, Census Tract 97.12, San Bernardino County, California",602,196,296,123,57,85,25,22,5,9,0,13,170,138,28333,11371,276,80,106,54,170,76,276,80,1870.62356605,127752.563841,1.489869591697492,40971.41377168103,0.3837542887705661,0.2708853803086349,4.958707378427511,0.5869183240020422,0,0,1.113639896824388,1.489869591697492,0.6170166995918906,0.8728528921056014
LPA66 - SAN BERNARDINO COUNTY,SAN BERNARDINO,CA3600316,UNION PACIFIC RR / YERMO,NTNC,Private (other),3,25,3/15/2018,NA,Mar-18,Liberty Utilities Apple Valley,CA3610118,IOU,None,None,0,0,0,0,0,private,Voluntary Consolidation,Physical,Voluntary,NA,-116.8227733,34.90202074,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,1033,Community water system,NA,NA,NA,NA,1 Union Pacific Rd. Yermo CA 92398,060710116021,"Block Group 1, Census Tract 116.02, San Bernardino County, California",1793,695,1200,580,0,13,0,13,136,217,0,13,376,281,57013,31564,843,369,441,221,402,290,843,369,26781.862332,14796777.0027,3.325293355890736,189584.95009939853,0.5364648830381258,0,7.072658347701174,1.4831676178112891,0,0,4.733513673865816,3.325293355890736,1.7395662751456875,1.5857270807450485
LPA69 - SAN JOAQUIN COUNTY,SAN JOAQUIN,CA3901035,LODI USD-HENDERSON SCHOOL,NTNC,School,3,200,4/27/20,NA,Apr-20,"LODI, CITY OF",CA3910004,City,"1,2,3-TCP",Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-121.311233,38.100499,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SW,68272,Community water system,55.53842969,1,NA,NA,13451 N EXTENSION RD LODI CA 95240,060770041061,"Block Group 1, Census Tract 41.06, San Joaquin County, California",654,238,332,129,0,13,0,13,115,177,0,13,207,179,74750,28113,215,50,192,56,23,26,215,50,63065.211156,58646023.1379,21879.08003532677,NA,6627.148138602391,888.2657234032229,63210.91126271025,23929.03919219463,57.252191517597524,259.76848688247287,29252.098990168117,21879.08003532677,11248.982925677887,10630.097109648885
LPA82 - TEHAMA COUNTY,TEHAMA,CA5201137,MILLSTREAM MOBILE HOME PARK,C,MHP,53,80,3/17/2021,NA,Mar-21,LOS MOLINOS COMM. SERVICES DIST.,CA5210003,CSD,ARSENIC,Quality,0,1,0,0,0,SWRCB,Regionalization,Physical,Voluntary,NA,-122.1032315,40.0295933,Both,NA,NA,No,No,3,Molinos,GW,NA,GW,GW,1450,Community water system,404.1112924,2,NA,NA,25095 TEHAMA VINA ROAD LOS MOLINOS CA 96055,061030009002,"Block Group 2, Census Tract 9, Tehama County, California",1291,480,726,237,0,13,7,11,0,13,0,13,531,420,25972,17412,470,133,324,93,146,88,470,133,6939.69230202,918162.900227,42.11731972893787,1110404.0351094082,0.04123596337632019,0,115.78313279619086,47.547042420735274,0.621832970691604,0,65.16752050674508,42.11731972893787,28.9617097722257,13.155609956712173
LPA82 - TEHAMA COUNTY,TEHAMA,CA5200550,NEW ORCHARD MOBILE HOME PARK LLC,C,MHP,50,125,8/31/2021,June.2021,Aug-21,LOS MOLINOS COMM. SERVICES DIST.,CA5210003,CSD,ARSENIC,Quality,0,1,0,0,0,SWRCB,Regionalization,Physical,Voluntary,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/docs/neworchard_story.pdf,-122.101887,40.035619,Both,NA,NA,No,No,3,Molinos,GW,NA,GW,GW,1450,Community water system,863.9194458,3,NA,NA,8255 HIGHWAY 99 E LOS MOLINOS CA 96055,061030009002,"Block Group 2, Census Tract 9, Tehama County, California",1291,480,726,237,0,13,7,11,0,13,0,13,531,420,25972,17412,470,133,324,93,146,88,470,133,6939.69230202,918162.900227,42.11731972893787,1110404.0351094082,0.04123596337632019,0,115.78313279619086,47.547042420735274,0.621832970691604,0,65.16752050674508,42.11731972893787,28.9617097722257,13.155609956712173
LPA50 - MADERA COUNTY,MADERA,CA2000203,OUTBACK INC,NTNC,Private (other),4,41,11/9/2021,NA,Nov-21,MINARETS HIGH SCHOOL,CA2000947,School,NONE,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,NA,NA,Excel Dec 2021 update,NA,NA,No,No,2,Yes,GW,NA,GW,GW,450,Non-Transient non-community system,NA,NA,NA,NA,26065 OUTBACK INDUSTRIAL WAY ONEALS CA 93645,060390001101,"Block Group 1, Census Tract 1.10, Madera County, California",942,625,794,624,0,13,0,13,0,13,0,13,137,168,72431,6198,244,108,243,108,1,3,244,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LPA63 - RIVERSIDE COUNTY,RIVERSIDE,CA3301206,DESERT HOT SPRINGS SPA HOTEL,NP,Private (other),1,520,12/9/2021,NA,Dec-21,MISSION SPRINGS WD,CA3310008,County Water District,NONE,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,NA,NA,Excel Dec 2021 update,NA,NA,No,No,2,Yes,GW,GW,GW,GW,38694,Community water system,0,1,1,NA,10805 PALM DRIVE DESERT HOT SPRINGS CA 92240,060650445182,"Block Group 2, Census Tract 445.18, Riverside County, California",2427,914,992,347,171,152,0,13,51,68,7,11,1103,687,57070,16455,741,163,475,148,266,133,741,163,118511.490856,499132644.51,13564.685657070748,NA,1065.6828691178575,2716.0543057753916,37949.21960871568,21850.376470120525,331.00823680473496,48.006821016908006,11074.233150694816,13564.685657070748,7266.919697966853,6297.765959103895
DISTRICT 24 - TULARE,TULARE,CA5402043,MONSON MARKET,NC,Private (other),2,30,3/26/2021,NA,Mar-21,MONSON WATER SYSTEM,CA5403212,CSD,NITRATE,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.3398685,36.49492889,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,140,Community water system,0,1,NA,Receiving system not in CES polygon set,38845 MONSON DR DINUBA CA 93618,061070003043,"Block Group 3, Census Tract 3.04, Tulare County, California",565,289,192,105,0,13,0,13,0,13,0,13,366,258,51364,8936,140,60,87,37,53,45,140,60,6378.6793578,2033804.14765,7.7883755203517975,399980.7505125562,0,0,31.424567446069396,20.351491108025414,0,0,10.6838064033536,7.7883755203517975,4.839344971099383,2.9490305492524143
LPA39- El Dorado County,EL DORADO,CA0900211,MOTHER LODE RIVER CENTER,NC,Private (other),3,103,12/17/2018,NA,Dec-18,Mother Lode Water System,CA0900116,Private (other),None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-120.942086,38.826342,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,63,Transient non-community system,NA,NA,NA,NA,6280 CA-49 Lotus CA 95651,060170306063,"Block Group 3, Census Tract 306.06, El Dorado County, California",1293,512,1076,462,0,13,0,13,0,13,0,13,217,244,65833,49707,362,112,329,124,33,43,362,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
District 09- Sacramento,NEVADA,CA2910007,NEVADA ID - CASCADE SHORES,C,ID,393,959,8/31/17,NA,Aug-17,Nevada ID-E. George,CA2910004,Irrigation District,"Landslide, Preventative for DBPs",Multiple,0,0,0,1,1,Private,Voluntary Consolidation,Physical,Voluntary,NA,-120.909277,39.263953,Both,"Landslide part of issue field comes from partnerships tool, just said preventative DBCP in excel data",NA,No,No,2,Yes,SW,NA,SW,SW,17233,Community water system,6214.734188,2,NA,NA,13118 SARGENT JACOBS DRIVE NEVADA CITY CA 95959,060570007016,"Block Group 6, Census Tract 7.01, Nevada County, California",1835,462,1681,448,0,13,0,13,0,13,0,13,146,148,72375,30547,808,200,710,214,98,73,808,200,72366.483566,44066370.4961,4596.42977377407,NA,143.63846775914072,36.30416583269314,9691.519023728328,1261.7824597103083,7.269804918444712,20.27438967698408,7883.833763294188,4596.42977377407,2198.9893132770685,2397.4404604970014
LPA59 - NEVADA COUNTY,NEVADA,CA2900540,FOREST LAKE CHRISTIAN SCHOOL,NTNC,School,3,300,5/31/18,NA,May-18,Nevada Irrigation District,CA2910014,Irrigation District,"Pb and Cu, historic SVOC and bacteriological",Quality,0,1,0,0,0,private,Voluntary Consolidation,Physical,Voluntary,NA,-121.062047,39.021785,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SW,6932,Community water system,NA,NA,NA,NA,12515 COMBIE RD AUBURN CA 95603,060570001061,"Block Group 1, Census Tract 1.06, Nevada County, California",1076,506,1047,509,0,13,0,13,0,13,0,13,14,27,NA,NA,355,163,328,161,27,35,355,163,32251.9076449,17729997.905,1753.0100578208157,NA,35.14830839659435,0,4223.605277591805,343.6389432991001,40.00128717103949,0,3604.201601876005,1753.0100578208157,1516.972295330513,236.0377624903029
LPA59 - NEVADA COUNTY,NEVADA,CA2902376,CAMP AUGUSTA,NC,Private (other),10,150,9/4/19,NA,Sep-19,Nevada Irrigation District,CA2910004,Irrigation District,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-121.0313527,39.3012015,Both,NA,NA,No,No,2,Yes,SWP,NA,SWP,SW,17233,Community water system,3348.252146,1,NA,NA,17530 Lake Vera-Purdon Rd NEVADA CITY CA 95959,060570008011,"Block Group 1, Census Tract 8.01, Nevada County, California",1783,474,1479,445,0,13,0,13,123,124,0,13,151,210,66766,36268,639,128,520,122,119,104,639,128,72366.483566,44066370.4961,4596.42977377407,NA,143.63846775914072,36.30416583269314,9691.519023728328,1261.7824597103083,7.269804918444712,20.27438967698408,7883.833763294188,4596.42977377407,2198.9893132770685,2397.4404604970014
NA,TEHAMA,CA5200657,RIVERVIEW AVENUE ESTATES,C,IOU,17,45,May-15,NA,May-15,NORCAL WATER WORKS,CA5200657,IOU,NA,NA,NA,NA,NA,NA,NA,NA,Managerial,Managerial,Voluntary,NA,NA,NA,Additional cases,https://docs.cpuc.ca.gov/PublishedDocs/Published/G000/M154/K555/154555982.PDF.  Process for recievorship then started Summer 2020 with new owner.,"No records of change in ECM, would need to email lpa.",No,Yes,NA,Yes,NA,GW,GW,GW,45,Community water system,14.44679672,1,1,NA,9475 Riverview Ave Los Molinos CA 96055,061030001002,"Block Group 2, Census Tract 1, Tehama County, California",2179,364,1829,323,0,13,0,13,13,16,0,13,334,211,63819,12988,836,128,677,128,159,66,836,128,982.766289428,35229.1450278,0.010888638477644357,694.9020190047852,1.693209332648046e-4,0,0.028380793352616094,0.004350245516188057,0,0,0.023822152841640583,0.010888638477644357,0.008817713216944054,0.0020709252607003024
LPA88 - YUBA COUNTY,YUBA,CA5800807,AEROPINES,C,MHP,21,45,8/21/20,NA,Aug-20,NORTH YUBA WATER DISTRICT,CA5810006,Water District,"TCR, E.coli periodically. Non-compliant well construction.",Multiple,1,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-121.639695,39.14312,Both,Only TCR listed as issue in partnership data,NA,No,No,2,Yes,GW,NA,GW,SW,2772,Community water system,28726.07694,40,NA,NA,8471 LA PORTE RD BROWNSVILLE CA 95919,061150411012,"Block Group 2, Census Tract 411.01, Yuba County, California",953,338,777,302,77,101,0,13,0,13,0,13,55,89,NA,NA,378,121,303,111,75,70,378,121,283422.607687,841437021.442,2035.455945401382,NA,19.735872206754635,174.1399205041036,4692.073548915187,245.5653778432737,19.13507746555546,12.612288251729552,3958.84483341512,2035.455945401382,1655.0436504584004,380.4122949429816
LPA43 - Imperial County,IMPERIAL,CA1300611,SHUEY SHELL CANYON WATER CO.,NC,Private (other),19,25,3/28/17,NA,Mar-17,Ocotillo Mutual Water Company,CA1300513,MWC,water outage,Capacity,0,0,0,1,0,SWRCB,Voluntary Consolidation,Physical,Voluntary,NA,-115.994552,32.737041,Both,NA,NA,No,No,2,Yes,NA,NA,GW,GW,150,Community water system,NA,NA,NA,NA,1323 Shell Canyon Rd. Ocotillo CA 92259,060250123012,"Block Group 2, Census Tract 123.01, Imperial County, California",4765,545,513,141,856,161,45,26,95,77,18,19,3153,439,42011,33566,259,101,180,71,79,61,259,101,2768.03633779,416229.455564,0.03358068723137028,1410.758251277097,0.012317240490270954,0.11098481957549407,0.6178068519593799,0.40880272911394017,0.005834482337496768,0.0023337929349987073,0.06651309864746315,0.03358068723137028,0.02333792934998707,0.010242757881383215
District 12 - Visalia,KERN,CA1510041,NORTH OF THE RIVER MWD,C,MWD,1,0,3/9/17,NA,Mar-17,Oildale MWC,CA1510015,MWC,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.031813,35.441807,Both,NA,NA,No,No,2,Yes,SWP,NA,SWP,SWP,36726,Community water system,74.63264935,1,NA,NA,4000 RIO DEL NORTE STREET BAKERSFIELD CA 93308,060290001041,"Block Group 1, Census Tract 1.04, Kern County, California",1327,500,753,341,0,13,0,13,383,369,0,13,191,234,49167,16134,410,116,109,83,301,133,410,116,85453.5732384,66286238.3084,9353.415298797148,NA,1027.7313277808191,459.47105488340986,27009.926084267387,6335.018372893504,202.9394604253374,0,17731.63786716488,9353.415298797148,3082.4281255175583,6270.987173279591
LPA70 - SAN LUIS OBISPO COUNTY,SAN LUIS OBISPO,CA4000512,BELLA VISTA MOBILE LODGE,C,MHP,84,200,10/20/17,NA,Oct-17,Paso Robles Beach Water Association,CA4010006,MWC,Arsenic,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-120.908411,35.451219,Both,cayucos beach mutual water company is the same thing,NA,No,No,2,Yes,GW,NA,GW,SWP,2373,Community water system,NA,NA,NA,NA,2350 N Ocean Ave Cayucos CA 93430,060790105041,"Block Group 1, Census Tract 105.04, San Luis Obispo County, California",605,236,446,208,0,13,0,13,50,39,0,13,97,80,57292,13915,322,109,133,59,189,92,322,109,9518.64529793,989553.239438,169.1571732622262,9812959.486455895,5.573130247147659,0,334.9146600051103,41.57130771999706,0,0,275.5084825881249,169.1571732622262,87.60804045851428,81.5491328037119
LPA66 - SAN BERNARDINO COUNTY,SAN BERNARDINO,CA3600125,HINKLEY ELEMENTARY SCHOOL,NTNC,School,1,527,NA,Oct-19,Oct-19,PG & E PIPELINE OPERATION,CA3600192,Private (other),None,None,0,0,0,0,0,private,Voluntary Consolidation,Physical,Voluntary,NA,-117.0470437,34.8888772,Tool,NA,NA,No,No,2,Yes,GW,NA,GW,GW,50,Non-Transient non-community system,NA,NA,NA,NA,37600 Hinkley Rd. Hinkley CA 92347,060710119001,"Block Group 1, Census Tract 119, San Bernardino County, California",220,170,70,74,0,13,0,13,5,9,0,13,145,152,42222,14698,88,64,88,64,0,13,88,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
District 11 - Merced,TUOLUMNE,CA5500157,USFS PINECREST REC AREA,NTNC,Federal,20,361,9/18/2018,NA,Sep-18,Pinecrest Permittees Assn,CA5510004,PA,Total trihalomethanes,Quality,0,1,0,0,0,private,Voluntary Consolidation,Physical,Voluntary,NA,-119.997221,38.19084,Both,NA,NA,No,No,2,Yes,SWP,NA,SWP,SW,1253,Community water system,NA,NA,NA,NA,18 Pinecreat Lake Rd Pinecrest CA 95364,061090031032,"Block Group 2, Census Tract 31.03, Tuolumne County, California",328,181,229,162,0,13,0,13,50,69,0,13,38,44,42379,35046,135,111,0,13,135,111,135,111,11814.6398277,3961304.12799,0.22670787746267965,9607.653138990901,0.0839658805417332,0,0.5508161763537699,0.06381406921171724,0,0,0.3845637328811381,0.22670787746267965,0,0.22670787746267965
LPA61 - PLACER COUNTY,PLACER,CA3103257,LDS RECREATION BALL PARK,NC,Private (other),1,25,12/5/2018,NA,Dec-18,Placer County Water Agency,CA3110025,Special Act District,Bacteriological,Quality,0,1,0,0,0,private,Voluntary Consolidation,Physical,Voluntary,NA,-121.1672176,38.83324,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SW,83546,Community water system,NA,NA,NA,NA,8401 Boulder Creek Pl. Penryn CA 95663,060610206081,"Block Group 1, Census Tract 206.08, Placer County, California",2369,636,1656,406,99,103,54,82,3,7,0,13,373,346,206106,60179,727,183,577,190,150,91,727,183,87809.3689868,272087669.418,33975.96879353895,NA,9209.388488234457,1684.7521944240573,97852.33618712256,12416.524138041585,265.0764507455478,125.42700310409597,68740.71249893922,33975.96879353895,24275.54942623572,9700.419367303231
DISTRICT 02 - LASSEN,PLACER,CA3110033,Castle city mobile home park,C,MHP,201,280,Sep-21,NA,Sep-21,Placer County Water Agency,CA3110025,Special Act District,NA,NA,NA,NA,NA,NA,NA,NA,Voluntary Consolidation,Physical,Voluntary,NA,NA,NA,OTHER,I think is just too recent to be on list and will be added. Press release here: https://www.waterboards.ca.gov/press_room/press_releases/2021/pcwa-swb-joint-release-9.23.21-FINAL-pcwa.pdf,"Yes, will be added to map next q",No,No,2,Yes,SWP,SWP,SWP,SW,83546,Community water system,111.1440107,2,1,NA,1588 LISA DRIVE NEWCASTLE CA 95658,060610205022,"Block Group 2, Census Tract 205.02, Placer County, California",536,127,441,127,0,13,0,13,16,19,0,13,33,34,NA,NA,307,58,299,59,8,13,307,58,87809.3689868,272087669.418,33975.96879353895,NA,9209.388488234457,1684.7521944240573,97852.33618712256,12416.524138041585,265.0764507455478,125.42700310409597,68740.71249893922,33975.96879353895,24275.54942623572,9700.419367303231
District 19 - Tehachapi,KERN,CA1502724,QUAIL VALLEY WATER DIST-EASTSIDE SYSTEM,C,Water District,28,75,9/1/2018,Aug.2018,Sep-18,QVWD-West & East Combine Water System,CA1503226,Water District,Arsenic,Quality,0,1,0,0,0,SWRCB,Voluntary Consolidation,Physical,Voluntary,NA,-118.3229383,35.17014162,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,207,Community water system,1761.618932,4,NA,NA,10032 Bloemfontein Ct TEHACHAPI CA 93561,060290060042,"Block Group 2, Census Tract 60.04, Kern County, California",521,185,339,97,1,2,0,13,3,7,0,13,116,131,44201,5424,277,74,236,67,41,37,277,74,23924.9205309,30724794.4597,30.515721280672,1357140.7141227964,0.3597512954132791,0.10781098115431631,57.37793180083706,12.67610973439542,0,0,37.5136606063561,30.515721280672,25.961753484800635,4.553967795871366
LPA64 - SACRAMENTO COUNTY,SACRAMENTO,CA3400359,HAMILTON STREET PARK,NC,Recreation and park district,4,100,6/1/17,NA,Jun-17,Sacramento Suburban Water District,CA3410001,County Water District,TCR,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-121.366305,38.653173,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SWP,184385,Community water system,NA,NA,NA,NA,4855 Hamilton St. Sacramento CA 95841,060670075041,"Block Group 1, Census Tract 75.04, Sacramento County, California",903,201,532,158,36,30,13,30,11,11,0,13,274,141,77361,29217,319,64,209,52,110,47,319,64,152765.393898,153003851.494,71177.85825554257,NA,18975.390132025772,17979.806434433092,189502.98987750272,40320.800403321526,642.4587662449138,791.5987329710657,99958.44581760281,71177.85825554257,34075.16649676059,37102.69175878197
DISTRICT 22- ANGELES,LOS ANGELES,CA1910141,RURBAN HOMES MUTUAL WATER CO.,C,MWC,304,1200,9/24/19,NA,Sep-19,San Gabriel Valley Water Co. -El Monte/Whittier,CA1910039,IOU,waterworks standard,TMF Capacity,0,0,1,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-118.004674,34.091739,Both,"I'm not entirely clear what ""waterworks standard"" means in the issue summary but I think TMF makes sense",NA,No,No,2,Yes,GW,NA,GW,GW,254000,Community water system,84.33895787,2,NA,NA,5044 COGSWELL ROAD EL MONTE CA 91732,060374325021,"Block Group 1, Census Tract 4325.02, Los Angeles County, California",2097,1096,70,77,0,13,0,13,751,414,43,71,1233,1051,67353,11580,458,132,260,137,198,126,458,132,194475.04809,131901149.835,61226.463464864486,NA,59483.77015755688,2085.955278205473,234579.95980145523,156406.85030156883,456.90776715152003,661.8565737750096,13581.396253027819,61226.463464864486,37207.13067542595,24019.33278943854
DISTRICT 17 - SANTA CLARA,SANTA CLARA,CA4300504,ARROWHEAD COOPERATIVE COMPANY,C,IOU,39,109,8/26/19,NA,Aug-19,San Jose Water Company,CA4310011,IOU,Monitoring & Reporting,TMF Capacity,0,0,1,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-122.0537117,37.2880083,Both,NA,NA,No,No,2,Yes,SWP,NA,SWP,SW,1007514,Community water system,164.1521582,2,NA,NA,21401 Prospect Rd. Saratoga CA 95070,060855077023,"Block Group 3, Census Tract 5077.02, Santa Clara County, California",2423,653,333,168,0,13,0,13,1937,618,0,13,0,13,250001,NA,715,163,541,120,174,135,715,163,267123.810466,553080765.454,307096.9297247544,NA,322961.1210658884,24416.194131069704,952518.9324633719,285521.65083278634,1371.417140739764,4040.3789905793233,278662.32021989685,307096.9297247544,174925.71022125374,132171.21950350067
DISTRICT 05 - MONTEREY,SANTA CRUZ,CA4410015,SLVWD-LOMPICO,C,County Water District,500,0,8/23/2018,NA,Aug-18,San Lorenzo Valley Water District,CA4410014,County Water District,historic HAA5 violations & source capacity issues,Multiple,1,1,0,0,0,SWRCB-drought intertie,Voluntary Consolidation,Physical,Voluntary,NA,-122.0479782,37.1112697,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SW,21145,Community water system,992.374322,2,NA,NA,11255 LOMPICO ROAD FELTON CA 95018,060871206002,"Block Group 2, Census Tract 1206, Santa Cruz County, California",1877,345,1406,252,28,36,0,13,55,39,0,13,208,124,102845,13683,850,131,713,106,137,94,850,131,187185.189401,248695280.318,7132.759179946542,763850875.5755144,238.9906158678629,106.21952311715788,18349.837561409277,2348.5311878121774,65.6328402021025,56.88780494057294,14700.660105614521,7132.759179946542,5266.546321515616,1866.2128584309262
LPA70 - SAN LUIS OBISPO COUNTY,SAN LUIS OBISPO,CA4000726,TANK FARM INDUSTRIAL PLAZA,NTNC,Private (other),1,35,9/20/20,NA,Sep-20,SAN LUIS OBISPO WATER DEPT,CA4010009,City,"PFAS, TCE",Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-120.645319,35.245819,Both,Water partnerships tool data says none for issues,NA,No,No,3,SLOindustrial,GW,NA,GW,SW,45920,Community water system,297.1578983,2,NA,NA,645 TANK FARM ROAD SAN LUIS OBISPO CA 93401,060790115052,"Block Group 2, Census Tract 115.05, San Luis Obispo County, California",1886,335,1568,320,0,13,0,13,83,73,0,13,229,124,95722,11564,836,148,520,76,316,148,836,148,62155.6426204,37445716.2022,12892.698241505708,NA,1757.2255120571263,809.8455551216543,31849.024381776373,6081.270270538462,59.822581485339526,8.247390921703614,21891.796275407483,12892.698241505708,4420.314433236626,8472.383808269082
LPA70 - SAN LUIS OBISPO COUNTY,SAN LUIS OBISPO,CA4000728,WHITSON INDUSTRIAL PARK,NTNC,Private (other),1,75,9/24/20,NA,Sep-20,SAN LUIS OBISPO WATER DEPT,CA4010009,City,"PFAS, TCE",Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-120.664865,35.245778,Both,Water partnerships tool data says none for issues,NA,No,No,3,SLOindustrial,GW,NA,GW,SW,45920,Community water system,400.2117127,1,NA,NA,269 TANK FARM ROAD SAN LUIS OBISPO CA 93401,060790115052,"Block Group 2, Census Tract 115.05, San Luis Obispo County, California",1886,335,1568,320,0,13,0,13,83,73,0,13,229,124,95722,11564,836,148,520,76,316,148,836,148,62155.6426204,37445716.2022,12892.698241505708,NA,1757.2255120571263,809.8455551216543,31849.024381776373,6081.270270538462,59.822581485339526,8.247390921703614,21891.796275407483,12892.698241505708,4420.314433236626,8472.383808269082
LPA70 - SAN LUIS OBISPO COUNTY,SAN LUIS OBISPO,CA4000711,SAN LUIS BUSINESS PARK,NTNC,Private (other),1,500,5/19/2021,NA,May-21,SAN LUIS OBISPO WATER DEPT,CA4010009,City,NONE,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-120.676328,35.241613,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SW,45920,Community water system,35.09123964,1,NA,NA,4251 S HIGUERA SAN LUIS OBISPO CA 93401,060790116002,"Block Group 2, Census Tract 116, San Luis Obispo County, California",898,192,766,187,0,13,0,13,18,26,0,13,106,89,106830,41601,411,88,299,80,112,66,411,88,62155.6426204,37445716.2022,12892.698241505708,NA,1757.2255120571263,809.8455551216543,31849.024381776373,6081.270270538462,59.822581485339526,8.247390921703614,21891.796275407483,12892.698241505708,4420.314433236626,8472.383808269082
DISTRICT 08 - SANTA ANA,ORANGE,CA3000852,RANCHO MISSION VIEJO,C,Private (other),17,25,1/6/20,NA,Jan-20,SANTA MARGARITA WATER DISTRICT,CA3010101,Water District,Nitrate,Quality,0,1,0,0,0,Self-funded,Voluntary Consolidation,Physical,Voluntary,NA,-117.6260983,33.5212917,Both,"Issues in state partnerships tool is ""none""",NA,No,No,2,Yes,GW,NA,GW,SWP,161264,Community water system,NA,NA,NA,NA,28436 Airoso St. Ladera Ranch CA 92694,060590320665,"Block Group 5, Census Tract 320.66, Orange County, California",251,205,100,123,0,13,0,13,107,98,0,13,18,29,135962,52051,72,53,72,53,0,13,72,53,98987.3105776,365291426.023,55659.829896502844,NA,19906.754799566195,2332.891211814901,164034.8013019593,25635.429021047094,311.99807598437377,180.87327049778918,107025.68406747576,55659.829896502844,43351.770515966076,12308.059380536763
