Regulating_agency,County,SystemID,System_Name,System_Type,Institution_type,Connections,Population,Inactivation_Date,Activity_date_from_tool,Date_combined,Receiving_Water_System,Receiving_System_ID,Receiving_System_Institution_Type,Issue_SWRCB,Issue_summary,Issue_capacity,Issue_quality,Issue_TMF,Issue_disaster,Issue_sustainability,Funding_Source,Consolidation_Type,Physical_or_Mangerial,Mandatory_or_voluntary,Story_link,long,lat,Data_source,Notes,Notes_Suzanne,Remove?,2016_proxydata_pop_con_type_county,Consolidatedsystem_primary_source_combined,EPA_2021_source,Consolidatedsystem_primary_source_combinedFINAL,Receiving_2021_source,Receiving_2021_pop,Vetted_address,GEOID,NAME,Race.estimate.total.x,B02001_001M,Race.white.alone.x,B02001_002M,Race.black.alone.x,B02001_003M,Race.native.alone.x,B02001_004M,Race.asian.alone.x,B02001_005M,Race.PI.alone.x,B02001_006M,Race.someother.alone.x,B02001_007M,Race.twoplus.x,B02001_008M,Median.hh.income,B19013_001M,Tenure.estimate.total.x,B25003_001M,Tenure.owner.x,B25003_002M,Tenure.renter.x,B25003_003M,AC_PHONE_N,AC_EMAIL,SHAPE_Leng_receiving,SHAPE_Area_receiving,Households.total,Income.aggregatecount,Race.asian.alone.y,Race.black.alone.y,Race.estimate.total.y,Race.native.alone.y,Race.PI.alone.y,Race.someother.alone.y,Race.twoplus.y,Race.white.alone.y,Tenure.estimate.total.y,Tenure.owner.y,Tenure.renter.y
LPA67 - SAN DIEGO COUNTY,SAN DIEGO,CA3705026,ERRECA'S ASSOCIATES,NC,Private (other),7,25,8/26/19,NA,Aug-19,California Water Service -Stockton,CA3710013,Irrigation District,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-116.9462983,32.90652,Both,NA,NA,No,No,GW,NA,GW,SWP,35500,12570 Slaughterhouse Canyon Rd. Lakeside CA 92040,060730169011,"Block Group 1, Census Tract 169.01, San Diego County, California",1262,303,1121,281,0,13,16,33,67,62,0,13,15,23,43,67,120754,25164,437,96,423,95,14,24,619-443-3805,BrettS@LakesideWater.org,104993.91222,36744918.3917,5990.1972487978355,NA,209.99164901768438,379.1269708672169,17652.349538612678,297.24998825859507,86.18388795003928,730.0475454276695,1541.9490553595588,14407.800441731913,5990.1972487978355,3569.9494538775825,2420.2477949202535
LPA70 - SAN LUIS OBISPO COUNTY,SAN LUIS OBISPO,CA4000711,SAN LUIS BUSINESS PARK,NTNC,Private (other),1,500,5/19/2021,NA,May-21,SAN LUIS OBISPO WATER DEPT,CA4010009,City,NONE,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-120.676328,35.241613,Both,NA,NA,No,No,GW,NA,GW,SW,45920,4251 S HIGUERA SAN LUIS OBISPO CA 93401,060790116002,"Block Group 2, Census Tract 116, San Luis Obispo County, California",898,192,867,188,0,13,0,13,18,26,0,13,0,13,13,31,106830,41601,411,88,299,80,112,66,805-781-7237,mboerman@slocity.org,62155.6426204,37445716.2022,12892.698241505708,NA,1801.280932921459,844.1241272339818,31849.024381776373,107.14108997797419,8.247390921703614,1254.9651474198286,1793.2309945949366,26040.034698706488,12892.698241505708,4420.314433236626,8472.383808269082
LPA72 - SANTA BARBARA COUNTY,SANTA BARBARA,CA4200647,COMMUNITY CHRISTIAN SCHOOL,NTNC,School,4,80,2/13/18,NA,Feb-18,Goleta Water District,CA4210004,County Water District,None,None,0,0,0,0,0,private,Voluntary Consolidation,Physical,Voluntary,NA,-119.799885,34.452451,Both,NA,NA,No,No,GW,NA,GW,SW,84462,5070 Cathedral Oaks Rd. Santa Barbara CA 93111,060830029071,"Block Group 1, Census Tract 29.07, Santa Barbara County, California",2062,718,1807,731,0,13,0,13,166,168,0,13,22,24,67,63,189093,24613,667,165,501,95,166,159,805-879-4621,jmcinnes@goletawater.com,82943.7254972,123383262.014,25254.54358938929,NA,10383.88332482465,1924.3221757560293,81244.17967654778,678.6638009031533,0,8191.238078523892,5923.66833423129,54142.40396230877,25254.54358938929,12043.864265992426,13210.679323396864
DISTRICT 18 - SONOMA,SONOMA,CA4901387,SONOMA CUTRER,NC,Private (other),4,40,1/8/2021,NA,Jan-21,"WINDSOR, TOWN OF",CA4910017,City,NONE,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-122.832536,38.498683,Both,NA,NA,No,No,GW,NA,GW,GW,28397,4401 Slusser Road WINDSOR CA 95492,060971538101,"Block Group 1, Census Tract 1538.10, Sonoma County, California",1050,405,842,343,2,4,129,185,2,3,0,13,42,71,33,34,103482,35084,291,97,214,91,77,57,707-838-5309,mcave@townofwindsor.com,37660.1562223,29789341.5637,8660.482785490036,NA,530.546253681967,178.67605040976323,25528.034499014415,495.6160892557503,55.76433794964292,3432.622242065842,1990.220031413343,18844.58949423811,8660.482785490036,6503.676477851892,2156.8063076381445
DISTRICT 18 - SONOMA,SONOMA,CA4901389,PG & E LAKEVILLE SUBSTATION,NTNC,Private (other),1,50,8/16/2018,NA,Aug-18,City of Petaluma,CA4910006,City,None,None,0,0,0,0,0,private,Voluntary Consolidation,Physical,Voluntary,NA,-122.580815,38.250365,Both,NA,NA,No,No,GW,NA,GW,GW,64251,2455 Frates Road PETALUMA CA 94972,060971506111,"Block Group 1, Census Tract 1506.11, Sonoma County, California",848,167,761,149,0,13,0,13,69,66,0,13,6,10,12,20,127227,34213,333,69,310,66,23,35,707-776-3698,jmcintyre@ci.petaluma.ca.us,66549.5117439,57448342.1379,18876.598251858944,NA,1992.4772782925788,598.8448382346378,50080.94929247074,465.1429310478367,45.5273694016294,5883.70705639856,3608.4655183350264,37486.78430076047,18876.598251858944,11678.322563886193,7198.275687972751
DISTRICT 24 - TULARE,TULARE,CA5400600,GOLDEN KEY APARTMENTS,C,Private (other),16,48,3/21/17,NA,Mar-17,City of Porterville,CA5410010,City,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.0356383,36.0647783,Both,NA,NA,No,No,GW,NA,GW,GW,65702,59 S. INDIANA STREET PORTERVILLE CA 93257,061070041031,"Block Group 1, Census Tract 41.03, Tulare County, California",1201,556,1179,559,0,13,0,13,0,13,0,13,0,13,22,37,56263,3813,289,127,184,99,105,65,559-782-7580,mknight@ci.porterville.ca.us,178114.606617,56528518.4072,13061.597664843477,NA,1823.6942730202986,224.77776125525855,43332.67768264289,808.4897409998227,178.7545859837814,8510.130531288376,4090.561849369755,27696.268940725597,13061.597664843477,6369.238510679225,6692.359154164253
DISTRICT 24 - TULARE,TULARE,CA5403202,SALLY TRACH WATER SYSTEM,C,Private (other),10,25,5/25/17,NA,May-17,City of Porterville,CA5410010,City,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.017809,36.068525,Both,NA,NA,No,No,GW,NA,GW,GW,65702,629 E Date Ave Porterville CA 93257,061070039041,"Block Group 1, Census Tract 39.04, Tulare County, California",1432,641,959,424,0,13,0,13,21,32,0,13,452,486,0,13,18634,12731,369,121,171,65,198,117,559-782-7580,mknight@ci.porterville.ca.us,178114.606617,56528518.4072,13061.597664843477,NA,1823.6942730202986,224.77776125525855,43332.67768264289,808.4897409998227,178.7545859837814,8510.130531288376,4090.561849369755,27696.268940725597,13061.597664843477,6369.238510679225,6692.359154164253
DISTRICT 06 - SANTA BARBARA,VENTURA,CA5601206,LIMONEIRA CO. - MCKEVETT,C,Private (other),9,36,2/1/17,NA,Feb-17,City of Santa Paula Water Dept.,CA5610011,City,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.0408133,34.362875,Both,NA,NA,No,No,GWP,NA,GWP,GW,29321,18249 East Telegraph Road SANTA PAULA CA 93060,061110006003,"Block Group 3, Census Tract 6, Ventura County, California",1738,537,1447,537,18,22,33,51,16,25,0,13,131,128,93,77,55417,32081,498,182,75,38,423,182,805-933-4212,csaunier@spcity.org,59990.6611763,64533121.6602,7742.687996440019,NA,147.8702372625681,35.51525291991347,27296.466339681083,231.83990311697102,0.5833485151058815,2502.8235686374196,1305.6138042505963,23072.220224978508,7742.687996440019,3774.583483690819,3968.1045127492002
DISTRICT 06 - SANTA BARBARA,VENTURA,CA5610010,RIO PLAZA WATER COMPANY,C,IOU,516,1716,NA,May-19,May-19,CAL AMERICAN WC - RIO PLAZA,CA5610010,IOU,None,None,0,0,0,0,0,NA,Managerial,Managerial,Voluntary,NA,-119.1701857,34.2295363,Tool,NA,NA,No,No,NA,GW,GW,GW,1716,600 Simon Way Oxnard CA 93036,061110050061,"Block Group 1, Census Tract 50.06, Ventura County, California",1527,435,1333,426,0,13,0,13,0,13,0,13,160,146,34,54,74554,14626,415,103,270,80,145,81,812-565-8080,Mike.phillips@amwater.com,4110.43011694,777495.504925,296.7006414250547,20707664.150829546,2.1806163931422544,0.03243364838351488,1064.237492631956,0.03494891091121603,0.02925647466431342,98.46722915828603,48.797563237739894,914.6954448088287,296.7006414250547,183.04850948719775,113.65213193785692
LPA63 - RIVERSIDE COUNTY,RIVERSIDE,CA3301206,DESERT HOT SPRINGS SPA HOTEL,NP,Private (other),1,520,12/9/2021,NA,Dec-21,MISSION SPRINGS WD,CA3310008,County Water District,NONE,None,0,0,0,0,0,Private,NA,NA,NA,NA,NA,NA,Excel Dec 2021 update,NA,NA,No,No,GW,GW,GW,GW,38694,10805 PALM DRIVE DESERT HOT SPRINGS CA 92240,060650445182,"Block Group 2, Census Tract 445.18, Riverside County, California",2427,914,1701,888,186,153,0,13,51,68,7,11,70,82,412,403,57070,16455,741,163,475,148,266,133,760-329-5169,AWallum@mswd.org,118511.490856,499132644.51,13564.685657070748,NA,1072.7142116134569,2964.055274614008,37949.21960871568,454.7349739978906,48.006821016908006,6281.53955114333,3435.0706057129946,23693.09817061709,13564.685657070748,7266.919697966853,6297.765959103895
DISTRICT 24 - TULARE,TULARE,CA5402039,SEVILLE FOOD MART,NC,Private (other),2,100,10/18/2021,NA,Oct-21,SEVILLE WATER CO,CA5400550,CSD,NONE,None,0,0,0,0,0,Private,NA,NA,NA,NA,NA,NA,Excel Dec 2021 update,2020 CSD took over ownership of system from BOS,NA,No,No,GW,NA,GW,GW,691,15641 AVE. 384 VISALIA CA 93292,061070008021,"Block Group 1, Census Tract 8.02, Tulare County, California",896,371,609,321,0,13,7,9,0,13,0,13,236,169,44,62,54403,19690,207,79,57,36,150,71,559-624-7010,CVPerez@co.tulare.ca.us,4218.9873274,747534.001009,2.098560166710874,108544.75572323782,0.018428154145469233,0.04088746701025986,8.763722903238973,0.05819072969614146,0.055284462436407694,2.2647716706646337,0.45042463405292416,5.875735785233136,2.098560166710874,0.6299022293737373,1.4686579373371365
DISTRICT 18 - SONOMA,SONOMA,CA4901439,CENTRO CHRISTIANO EVANGELISTICO,NTNC,Private (other),3,36,9/19/2018,NA,Sep-18,City of Santa Rosa,CA4910009,City,Operating without a permit,NA,NA,NA,NA,NA,NA,private,Voluntary Consolidation,Physical,Voluntary,NA,-122.737424,38.428867,Both,NA,NA,No,No,GW,NA,GW,GW,173648,1589 Hampton Way SANTA ROSA CA 95407,060971531042,"Block Group 2, Census Tract 1531.04, Sonoma County, California",512,165,188,88,12,20,0,13,5,12,0,13,307,162,0,13,48042,27683,211,76,165,65,46,53,707-543-3975,tllamas@srcity.org,97471.7275708,189298667.7,65834.95494796787,NA,10353.206527136967,4534.441732404074,179812.64823848903,1931.88310037241,1028.123268557791,36405.31656450827,13201.08252373183,112358.59452177769,65834.95494796787,35557.2667004517,30277.688247516173
LPA59 - NEVADA COUNTY,NEVADA,CA2900540,FOREST LAKE CHRISTIAN SCHOOL,NTNC,School,3,300,5/31/18,NA,May-18,Nevada Irrigation District,CA2910014,Irrigation District,"Pb and Cu, historic SVOC and bacteriological",Quality,0,1,0,0,0,private,Voluntary Consolidation,Physical,Voluntary,NA,-121.062047,39.021785,Both,NA,NA,No,No,GW,NA,GW,SW,6932,12515 COMBIE RD AUBURN CA 95603,060570001061,"Block Group 1, Census Tract 1.06, Nevada County, California",1076,506,1061,505,0,13,0,13,0,13,0,13,0,13,15,25,NA,NA,355,163,328,161,27,35,530-273-6185,close@nidwater.com,32251.9076449,17729997.905,1753.0100578208157,NA,35.14830839659435,0,4223.605277591805,40.0035397203586,0,0.005636493574881635,201.51793563072277,3946.9298573505544,1753.0100578208157,1516.972295330513,236.0377624903029
LPA39- El Dorado County,EL DORADO,CA0900655,ROCKWATER APTS.,C,Private (other),24,50,6/28/17,NA,Jun-17,Lukins Brothers Water Company,CA0910007,IOU,PCE,Quality,0,1,0,0,0,SWRCB,Voluntary Consolidation,Physical,Voluntary,NA,-120.011217,38.91837,Both,NA,NA,No,No,GW,NA,GW,GW,3200,783 Emerald Bay Rd. South Lake Tahoe CA 96150,060170304041,"Block Group 1, Census Tract 304.04, El Dorado County, California",887,484,786,441,0,13,0,13,36,45,0,13,0,13,65,74,66540,17497,259,103,101,48,158,99,530-541-2606,Jennifer@lukinswater.com,11304.3311966,2211882.1223,610.7663113093857,NA,50.17259541845618,14.66999089584183,1623.5195824700231,0,0,48.14750871160915,134.1517416490001,1376.377745795116,610.7663113093857,341.33201026042167,269.43430104896413
LPA64 - SACRAMENTO COUNTY,SACRAMENTO,CA3400352,ACORN MOBILE VILLAGE,C,MHP,56,100,10/18/19,NA,Oct-19,City of Sacramento Main,CA3410020,City,"PCE, monitoring",Multiple,0,1,1,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-121.4419157,38.5217128,Both,NA,NA,No,No,GW,NA,GW,SW,510931,5800 Stockton Blvd. Sacramento CA 95827,060670046032,"Block Group 2, Census Tract 46.03, Sacramento County, California",1551,607,555,245,118,183,0,13,667,619,0,13,170,178,41,64,39853,9310,616,170,124,86,492,185,916-808-8667,MSevereid@cityofsacramento.org,198314.01208,422915998.73,185968.13900694152,NA,96173.34061827153,67050.91776483804,498785.37914113386,3829.0653874052896,8311.533055122332,58403.57708641642,47675.44362624619,217341.50160283406,185968.13900694152,91692.26675447833,94275.87225246319
LPA63 - RIVERSIDE COUNTY,RIVERSIDE,CA3301046,BOE DEL HEIGHTS MUTUAL WATER,C,MWC,116,325,8/1/2018,NA,Aug-18,Indio Water Authortiy,CA3310020,City,Perchlorate,Quality,0,1,0,0,0,SWRCB,Voluntary Consolidation,Physical,Voluntary,HTTPS://WWW.WATERBOARDS.CA.GOV/DRINKING_WATER/CERTLIC/DRINKINGWATER/DOCUMENTS/PARTNERSHIP_SUCCESS/BOE_DEL_HEIGHTS.PDF,-116.2191162,33.7122802,Both,NA,NA,No,No,GW,NA,GW,GW,79114,81450 Palo Verde Dr. N Indio CA 92201,060650452172,"Block Group 2, Census Tract 452.17, Riverside County, California",2442,1165,1278,631,540,700,0,13,0,13,0,13,624,379,0,13,41641,35546,673,218,556,178,117,116,760-625-1852,MPena@indio.org,62984.7563063,93637353.4692,30840.181173530753,NA,2153.041074299439,3584.2117312875607,82405.65297743952,363.43619047252207,1,26567.561333371214,7474.547771247633,42261.85487676115,30840.181173530753,21663.671648539883,9176.509524990872
LPA49 - LA COUNTY,LOS ANGELES,CA1900122,ENVIRONMENTAL CARE INDUSTRIES-VLY CREST,NTNC,Private (other),4,100,11/20/17,NA,Nov-17,LA - DWP,CA1910067,City,Periodic bacteriological issues,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-118.404382,34.292631,Both,NA,NA,No,No,GW,NA,GW,SW,4041284,"12087 LOPEZ CANYON RD, KAGEL CANYON, CA 91342-6063",060379304002,"Block Group 2, Census Tract 9304, Los Angeles County, California",532,108,409,99,43,57,0,13,44,43,0,13,0,13,36,49,126518,62631,161,36,137,32,24,15,800-342-5397,Razmik.manoukian@ladwp.com,536305.548974,1878886834.19,1474097.596867469,NA,482050.3707855214,369369.08353682456,4132500.049659318,29410.20500554366,6486.706139973782,914268.693886964,287516.3940253944,2043398.5962790959,1474097.596867469,549222.549328405,924875.0475390638
DISTRICT 24 - TULARE,TULARE,CA5403149,RANCHO LOPEZ WATER SYSTEM,C,Private (other),11,50,12/31/17,NA,Dec-17,City of Porterville,CA5410010,City,"Periodic bacteriological issues, single source",Multiple,0,1,0,0,1,SWRCB,Voluntary Consolidation,Physical,Voluntary,NA,-118.984521,36.059476,Both,NA,NA,No,No,GW,NA,GW,GW,65702,1465 E TYLER AVE LANE PORTERVILLE CA 93257,061070039022,"Block Group 2, Census Tract 39.02, Tulare County, California",1659,503,1158,375,0,13,0,13,28,37,13,23,427,339,33,26,21016,14141,464,96,209,73,255,86,559-782-7580,mknight@ci.porterville.ca.us,178114.606617,56528518.4072,13061.597664843477,NA,1823.6942730202986,224.77776125525855,43332.67768264289,808.4897409998227,178.7545859837814,8510.130531288376,4090.561849369755,27696.268940725597,13061.597664843477,6369.238510679225,6692.359154164253
LPA70 - SAN LUIS OBISPO COUNTY,SAN LUIS OBISPO,CA4000726,TANK FARM INDUSTRIAL PLAZA,NTNC,Private (other),1,35,9/20/20,NA,Sep-20,SAN LUIS OBISPO WATER DEPT,CA4010009,City,"PFAS, TCE",Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-120.645319,35.245819,Both,Water partnerships tool data says none for issues,NA,No,No,GW,NA,GW,SW,45920,645 TANK FARM ROAD SAN LUIS OBISPO CA 93401,060790115052,"Block Group 2, Census Tract 115.05, San Luis Obispo County, California",1886,335,1669,336,0,13,13,20,95,80,0,13,61,66,48,53,95722,11564,836,148,520,76,316,148,805-781-7237,mboerman@slocity.org,62155.6426204,37445716.2022,12892.698241505708,NA,1801.280932921459,844.1241272339818,31849.024381776373,107.14108997797419,8.247390921703614,1254.9651474198286,1793.2309945949366,26040.034698706488,12892.698241505708,4420.314433236626,8472.383808269082
LPA70 - SAN LUIS OBISPO COUNTY,SAN LUIS OBISPO,CA4000728,WHITSON INDUSTRIAL PARK,NTNC,Private (other),1,75,9/24/20,NA,Sep-20,SAN LUIS OBISPO WATER DEPT,CA4010009,City,"PFAS, TCE",Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-120.664865,35.245778,Both,Water partnerships tool data says none for issues,NA,No,No,GW,NA,GW,SW,45920,269 TANK FARM ROAD SAN LUIS OBISPO CA 93401,060790115052,"Block Group 2, Census Tract 115.05, San Luis Obispo County, California",1886,335,1669,336,0,13,13,20,95,80,0,13,61,66,48,53,95722,11564,836,148,520,76,316,148,805-781-7237,mboerman@slocity.org,62155.6426204,37445716.2022,12892.698241505708,NA,1801.280932921459,844.1241272339818,31849.024381776373,107.14108997797419,8.247390921703614,1254.9651474198286,1793.2309945949366,26040.034698706488,12892.698241505708,4420.314433236626,8472.383808269082
DISTRICT 08 - SANTA ANA,ORANGE,CA3010055,SOUTH COAST WD - CAPISTRANO BEACH,C,County Water District,5570,17503,8/20/19,NA,Aug-19,South Coast Water District,CA3010042,County Water District,Reduce Administrative Cost/Administrative burden,Sustainability,0,0,0,0,1,Private,Voluntary Consolidation,Physical,Voluntary,NA,-117.7413505,33.5059068,Both,NA,NA,No,No,SWP,NA,SWP,SWP,34232,35005 Beach Rd. Dana Point CA 92624,060590422015,"Block Group 5, Census Tract 422.01, Orange County, California",992,308,922,295,21,34,0,13,0,13,23,36,0,13,26,42,101776,39071,497,138,443,138,54,49,949-499-4555,rshintaku@scwd.org,35483.5410263,17738273.0177,7053.492814809461,NA,628.5321005417842,426.42758831935913,16952.026775700255,63.31945564397295,0,441.2994777476113,781.0930244241479,14611.35512902338,7053.492814809461,4848.060064138153,2205.4327506713084
DISTRICT 24 - TULARE,TULARE,CA5403038,SPRINGVILLE WATER CO.,C,Private (other),5,50,1/15/20173,Jan.2018,Jan-17,City of Porterville,CA5410010,City,Single source in drought prone area,Sustainability,0,0,0,0,1,SWRCB,Voluntary Consolidation,Physical,Voluntary,NA,-118.964641,36.054012,Both,Partnership tool lists issu as single source capacity,NA,No,No,GW,NA,GW,GW,65702,2393 E. SPRINGVILLE PORTERVILLE CA 93257,061070039024,"Block Group 4, Census Tract 39.02, Tulare County, California",251,103,207,96,0,13,5,10,0,13,0,13,39,43,0,13,20625,15370,118,47,43,29,75,42,559-782-7580,mknight@ci.porterville.ca.us,178114.606617,56528518.4072,13061.597664843477,NA,1823.6942730202986,224.77776125525855,43332.67768264289,808.4897409998227,178.7545859837814,8510.130531288376,4090.561849369755,27696.268940725597,13061.597664843477,6369.238510679225,6692.359154164253
DISTRICT 01 - KLAMATH,DEL NORTE,CA0800613,CRIVELLI'S WATER SYSTEM,NC,MHP,1,100,6/29/17,NA,Jun-17,Yurok Indian Tribe McBeth,TS0000000,Tribal,TCR,Quality,0,1,0,0,0,Private,NA,NA,NA,NA,NA,NA,Excel,I  made up a PWSID for the system so it is counted as a unique receiving system even though not a state of CA system,NA,No,No,GW,GW,GW,NA,NA,"4100 CA-169, Klamath CA 95548",060150002031,"Block Group 1, Census Tract 2.03, Del Norte County, California",1123,154,637,111,17,12,342,106,1,3,0,13,56,52,70,39,38092,7703,439,80,334,80,105,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LPA39- El Dorado County,EL DORADO,CA0900108,GOLD COUNTRY BAPTIST CHURCH,NC,Private (other),2,275,6/7/19,NA,Jun-19,El Dorado ID,CA0910001,Irrigation District,TCR,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-120.932803,38.666272,Both,NA,NA,No,No,GW,NA,GW,SW,129007,3800 NORTH SHINGLE RD SHINGLE SPRINGS CA 95682,060170308122,"Block Group 2, Census Tract 308.12, El Dorado County, California",2406,883,2362,880,0,13,0,13,0,13,0,13,0,13,44,72,125486,58923,757,175,723,174,34,40,530-642-4041,jmabercrombie@eid.org,973446.93127,953909629.547,38823.35119553649,NA,5585.366971979978,1088.4015346577414,102541.55796328351,513.2653513653923,196.1177251565885,2101.031713542692,4915.823464119466,88141.55120246166,38823.35119553649,30258.742506402377,8564.608689134107
LPA39- El Dorado County,EL DORADO,CA0900108,GOLD COUNTRY BAPTIST CHURCH,NC,Private (other),2,275,6/7/19,NA,Jun-19,El Dorado ID,CA0910001,Irrigation District,TCR,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-120.932803,38.666272,Both,NA,NA,No,No,GW,NA,GW,SW,129007,3800 NORTH SHINGLE RD SHINGLE SPRINGS CA 95682,060170308122,"Block Group 2, Census Tract 308.12, El Dorado County, California",2406,883,2362,880,0,13,0,13,0,13,0,13,0,13,44,72,125486,58923,757,175,723,174,34,40,530-642-4041,jmabercrombie@eid.org,973446.93127,953909629.547,38823.35119553649,NA,5585.366971979978,1088.4015346577414,102541.55796328351,513.2653513653923,196.1177251565885,2101.031713542692,4915.823464119466,88141.55120246166,38823.35119553649,30258.742506402377,8564.608689134107
District 19 - Tehachapi,KERN,CA1502163,LINNS VALLEY SCHOOL,NTNC,School,4,106,3/1/17,Feb.2017,Mar-17,Glennville Mutual Water Company,CA1503536,MWC,TCR,Quality,0,1,0,0,0,SWRCB,Voluntary Consolidation,Physical,Voluntary,NA,-118.704235,35.72999,Both,System typle listed as NP in annual excel sheets.,NA,No,No,GW,NA,GW,GW,100,158 WHITE RIVER ROAD GLENNVILLE CA 93226,060290052083,"Block Group 3, Census Tract 52.08, Kern County, California",916,376,768,305,4,7,16,22,0,13,0,13,19,36,109,149,70540,34617,421,156,371,141,50,36,661-747-7351,gbrelr@aol.com,12690.6998248,4607530.39387,0.9325770339988945,65783.98397828202,0,0.00886058939666408,2.0290749718360743,0.03544235758665632,0,0.042087799634154384,0.2414510610590962,1.7012331641595035,0.9325770339988945,0.8218196665405935,0.110757367458301
LPA50- MADERA COUNTY,MADERA,CA2000578,PETE'S PLACE (WATER),NC,Private (other),1,150,3/24/17,NA,Mar-17,Hillview WC - Oakhurst/Sierra Lakes,CA2010007,IOU,TCR,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.654955,37.331232,Both,NA,NA,No,No,GW,NA,GW,GW,3403,40093 CA-41 Oakhurst CA 93644,060390001042,"Block Group 2, Census Tract 1.04, Madera County, California",1517,566,1442,571,0,13,0,13,12,20,0,13,63,82,0,13,53401,17770,531,157,389,137,142,100,559-683-4322,jim.foster@amwater.com,21962.1945409,18791794.6321,323.1324686734543,23180811.850075245,22.086226877235077,0,856.5873541550757,3.9817323460227354,0,35.54441862110211,11.143584589790294,783.8313917209255,323.1324686734543,257.76144879275125,65.37101988070305
LPA64 - SACRAMENTO COUNTY,SACRAMENTO,CA3400359,HAMILTON STREET PARK,NC,Recreation and park district,4,100,6/1/17,NA,Jun-17,Sacramento Suburban Water District,CA3410001,County Water District,TCR,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-121.366305,38.653173,Both,NA,NA,No,No,GW,NA,GW,SWP,184385,4855 Hamilton St. Sacramento CA 95841,060670075041,"Block Group 1, Census Tract 75.04, Sacramento County, California",903,201,689,162,36,30,13,30,14,13,0,13,70,73,81,58,77361,29217,319,64,209,52,110,47,916-972-7171,munderwood@sswd.org,152765.393898,153003851.494,71177.85825554257,NA,19340.110544446346,18619.288380405284,189502.98987750272,971.8362224310223,802.1144198349,12523.048665801512,16999.226767963177,120247.36487662047,71177.85825554257,34075.16649676059,37102.69175878197
LPA69 - SAN JOAQUIN COUNTY,SAN JOAQUIN,CA3900810,JR SIMPLOT CO,NTNC,Private (other),1,300,1/7/19,NA,Jan-19,City of Lathrop,CA3910015,City,"TCR, Arsenic",Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-121.275974,37.808651,Both,NA,NA,No,No,GW,NA,GW,SWP,26833,16777 S. Howland Rd. Lathrop CA 95330,060770051192,"Block Group 2, Census Tract 51.19, San Joaquin County, California",411,234,226,176,0,13,0,13,86,130,0,13,99,112,0,13,51563,24587,96,57,43,38,53,41,209-941-7454,mking@ci.lathrop.ca.us,69248.0364577,83645301.8895,5443.171953975092,NA,5341.962393649098,1278.3569232689206,21724.149702028706,238.03216508351863,120.00215838376681,2791.665947168408,2346.392372298931,9607.737742176065,5443.171953975092,4230.544073420698,1212.6278805543946
LPA88 - YUBA COUNTY,YUBA,CA5800807,AEROPINES,C,MHP,21,45,8/21/20,NA,Aug-20,NORTH YUBA WATER DISTRICT,CA5810006,Water District,"TCR, E.coli periodically. Non-compliant well construction.",Multiple,1,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-121.639695,39.14312,Both,Only TCR listed as issue in partnership data,NA,No,No,GW,NA,GW,SW,2772,8471 LA PORTE RD BROWNSVILLE CA 95919,061150411012,"Block Group 2, Census Tract 411.01, Yuba County, California",953,338,777,302,77,101,0,13,55,89,0,13,0,13,44,63,NA,NA,378,121,303,111,75,70,530-675-2567,jmaupin@nywd.org,283422.607687,841437021.442,2035.455945401382,NA,74.6787855475412,174.1399205041036,4692.073548915187,29.221501307971312,12.612288251729552,18.21152118422164,318.63031360585205,4064.579218513767,2035.455945401382,1655.0436504584004,380.4122949429816
